entityBeforeFullName;entityBeforeSimpleName;entityBeforeLocation;entityBeforeParameters;entityBeforeLine;entityBeforeParents;entityAfterFullName;entityAfterSimpleName;entityAfterLocation;entityAfterParameters;entityAfterLine;entityAfterParents;refactoringLevel;refactoringType;commitHash;abbreviatedCommitHash;authorName;authorEmail;authorDate;authorDateUnixTimestamp;committerName;committerEmail;committerDate;committerDateUnixTimestamp;idOracle;descriptionOracle
com.graphhopper.storage.GraphHopperStorage#checkInit();;;;;;com.graphhopper.storage.BaseGraph#checkInit();;;;;;MethodDeclaration;MOVE;7f80425b6a0af9bdfef12c8a873676e39e0a04a6;7f80425b6;;;;;;;;;1117304;Move Method package checkInit() : void from class com.graphhopper.storage.GraphHopperStorage to package checkInit() : void from class com.graphhopper.storage.BaseGraph
com.graphhopper.storage.GraphHopperStorage#invalidateEdge(long);;;;;;com.graphhopper.storage.BaseGraph#invalidateEdge(long);;;;;;MethodDeclaration;MOVE;7f80425b6a0af9bdfef12c8a873676e39e0a04a6;7f80425b6;;;;;;;;;1117304;Move Method private invalidateEdge(edgePointer long) : void from class com.graphhopper.storage.GraphHopperStorage to private invalidateEdge(edgePointer long) : void from class com.graphhopper.storage.BaseGraph
com.graphhopper.storage.GraphHopperStorage#copyProperties(EdgeIteratorState,EdgeIteratorState);;;;;;com.graphhopper.storage.BaseGraph#copyProperties(EdgeIteratorState,EdgeIteratorState);;;;;;MethodDeclaration;MOVE;7f80425b6a0af9bdfef12c8a873676e39e0a04a6;7f80425b6;;;;;;;;;1117304;Move Method package copyProperties(from EdgeIteratorState, to EdgeIteratorState) : EdgeIteratorState from class com.graphhopper.storage.GraphHopperStorage to package copyProperties(from EdgeIteratorState, to EdgeIteratorState) : EdgeIteratorState from class com.graphhopper.storage.BaseGraph
com.graphhopper.storage.GraphHopperStorage#getLinkPosInEdgeArea(int,int,long);;;;;;com.graphhopper.storage.BaseGraph#getLinkPosInEdgeArea(int,int,long);;;;;;MethodDeclaration;MOVE;7f80425b6a0af9bdfef12c8a873676e39e0a04a6;7f80425b6;;;;;;;;;1117304;Move Method protected getLinkPosInEdgeArea(nodeThis int, nodeOther int, edgePointer long) : long from class com.graphhopper.storage.GraphHopperStorage to protected getLinkPosInEdgeArea(nodeThis int, nodeOther int, edgePointer long) : long from class com.graphhopper.storage.BaseGraph
com.graphhopper.storage.GraphHopperStorage#writeEdge(int,int,int,int,int);;;;;;com.graphhopper.storage.BaseGraph#writeEdge(int,int,int,int,int);;;;;;MethodDeclaration;MOVE;7f80425b6a0af9bdfef12c8a873676e39e0a04a6;7f80425b6;;;;;;;;;1117304;Move Method private writeEdge(edge int, nodeThis int, nodeOther int, nextEdge int, nextEdgeOther int) : long from class com.graphhopper.storage.GraphHopperStorage to private writeEdge(edge int, nodeThis int, nodeOther int, nextEdge int, nextEdgeOther int) : long from class com.graphhopper.storage.BaseGraph
com.graphhopper.storage.GraphHopperStorage#distToInt(double);;;;;;com.graphhopper.storage.BaseGraph#distToInt(double);;;;;;MethodDeclaration;MOVE;7f80425b6a0af9bdfef12c8a873676e39e0a04a6;7f80425b6;;;;;;;;;1117304;Move Method private distToInt(distance double) : int from class com.graphhopper.storage.GraphHopperStorage to private distToInt(distance double) : int from class com.graphhopper.storage.BaseGraph
com.graphhopper.storage.GraphHopperStorage#getRemovedNodes();;;;;;com.graphhopper.storage.BaseGraph#getRemovedNodes();;;;;;MethodDeclaration;MOVE;7f80425b6a0af9bdfef12c8a873676e39e0a04a6;7f80425b6;;;;;;;;;1117304;Move Method private getRemovedNodes() : GHBitSet from class com.graphhopper.storage.GraphHopperStorage to package getRemovedNodes() : GHBitSet from class com.graphhopper.storage.BaseGraph
com.graphhopper.storage.GraphHopperStorage#loadEdgesHeader();;;;;;com.graphhopper.storage.BaseGraph#loadEdgesHeader();;;;;;MethodDeclaration;MOVE;7f80425b6a0af9bdfef12c8a873676e39e0a04a6;7f80425b6;;;;;;;;;1117304;Move Method protected loadEdgesHeader() : int from class com.graphhopper.storage.GraphHopperStorage to protected loadEdgesHeader() : int from class com.graphhopper.storage.BaseGraph
com.graphhopper.storage.GraphHopperStorage#isTestingEnabled();;;;;;com.graphhopper.storage.BaseGraph#isTestingEnabled();;;;;;MethodDeclaration;MOVE;7f80425b6a0af9bdfef12c8a873676e39e0a04a6;7f80425b6;;;;;;;;;1117304;Move Method private isTestingEnabled() : boolean from class com.graphhopper.storage.GraphHopperStorage to private isTestingEnabled() : boolean from class com.graphhopper.storage.BaseGraph
com.graphhopper.storage.GraphHopperStorage#nextNodeEntryIndex(int);;;;;;com.graphhopper.storage.BaseGraph#nextNodeEntryIndex(int);;;;;;MethodDeclaration;MOVE;7f80425b6a0af9bdfef12c8a873676e39e0a04a6;7f80425b6;;;;;;;;;1117304;Move Method protected nextNodeEntryIndex(sizeInBytes int) : int from class com.graphhopper.storage.GraphHopperStorage to protected nextNodeEntryIndex(sizeInBytes int) : int from class com.graphhopper.storage.BaseGraph
com.graphhopper.storage.GraphHopperStorage#trimToSize();;;;;;com.graphhopper.storage.BaseGraph#trimToSize();;;;;;MethodDeclaration;MOVE;7f80425b6a0af9bdfef12c8a873676e39e0a04a6;7f80425b6;;;;;;;;;1117304;Move Method private trimToSize() : void from class com.graphhopper.storage.GraphHopperStorage to protected trimToSize() : void from class com.graphhopper.storage.BaseGraph
com.graphhopper.storage.GraphHopperStorage#internalEdgeAdd(int,int);;;;;;com.graphhopper.storage.BaseGraph#internalEdgeAdd(int,int);;;;;;MethodDeclaration;MOVE;7f80425b6a0af9bdfef12c8a873676e39e0a04a6;7f80425b6;;;;;;;;;1117304;Move Method package internalEdgeAdd(fromNodeId int, toNodeId int) : int from class com.graphhopper.storage.GraphHopperStorage to package internalEdgeAdd(fromNodeId int, toNodeId int) : int from class com.graphhopper.storage.BaseGraph
com.graphhopper.storage.GraphHopperStorage#nextEdgeEntryIndex(int);;;;;;com.graphhopper.storage.BaseGraph#nextEdgeEntryIndex(int);;;;;;MethodDeclaration;MOVE;7f80425b6a0af9bdfef12c8a873676e39e0a04a6;7f80425b6;;;;;;;;;1117304;Move Method protected nextEdgeEntryIndex(sizeInBytes int) : int from class com.graphhopper.storage.GraphHopperStorage to protected nextEdgeEntryIndex(sizeInBytes int) : int from class com.graphhopper.storage.BaseGraph
com.graphhopper.storage.GraphHopperStorage#stringHashCode(String);;;;;;com.graphhopper.storage.BaseGraph#stringHashCode(String);;;;;;MethodDeclaration;MOVE;7f80425b6a0af9bdfef12c8a873676e39e0a04a6;7f80425b6;;;;;;;;;1117304;Move Method private stringHashCode(str String) : int from class com.graphhopper.storage.GraphHopperStorage to private stringHashCode(str String) : int from class com.graphhopper.storage.BaseGraph
com.graphhopper.storage.GraphHopperStorage#loadWayGeometryHeader();;;;;;com.graphhopper.storage.BaseGraph#loadWayGeometryHeader();;;;;;MethodDeclaration;MOVE;7f80425b6a0af9bdfef12c8a873676e39e0a04a6;7f80425b6;;;;;;;;;1117304;Move Method protected loadWayGeometryHeader() : int from class com.graphhopper.storage.GraphHopperStorage to protected loadWayGeometryHeader() : int from class com.graphhopper.storage.BaseGraph
com.graphhopper.storage.GraphHopperStorage#ensureNodeIndex(int);;;;;;com.graphhopper.storage.BaseGraph#ensureNodeIndex(int);;;;;;MethodDeclaration;MOVE;7f80425b6a0af9bdfef12c8a873676e39e0a04a6;7f80425b6;;;;;;;;;1117304;Move Method package ensureNodeIndex(nodeIndex int) : void from class com.graphhopper.storage.GraphHopperStorage to package ensureNodeIndex(nodeIndex int) : void from class com.graphhopper.storage.BaseGraph
com.graphhopper.storage.GraphHopperStorage#setAdditionalEdgeField(long,int);;;;;;com.graphhopper.storage.BaseGraph#setAdditionalEdgeField(long,int);;;;;;MethodDeclaration;EXTRACT_MOVE;7f80425b6a0af9bdfef12c8a873676e39e0a04a6;7f80425b6;;;;;;;;;1117304;Extract And Move Method public setAdditionalEdgeField(edgePointer long, value int) : void extracted from public setAdditionalEdgeField(edgePointer long, value int) : void in class com.graphhopper.storage.GraphHopperStorage & moved to class com.graphhopper.storage.BaseGraph
com.graphhopper.routing.AbstractRoutingAlgorithmTester#testTwoWeightsPerEdge2();;;;;;com.graphhopper.routing.AbstractRoutingAlgorithmTester#getGraph(GraphHopperStorage);;;;;;MethodDeclaration;EXTRACT;7f80425b6a0af9bdfef12c8a873676e39e0a04a6;7f80425b6;;;;;;;;;1117304;Extract Method protected getGraph(ghStorage GraphHopperStorage) : Graph extracted from public testTwoWeightsPerEdge2() : void in class com.graphhopper.routing.AbstractRoutingAlgorithmTester
com.graphhopper.routing.AbstractRoutingAlgorithmTester#testWithCoordinates();;;;;;com.graphhopper.routing.AbstractRoutingAlgorithmTester#getGraph(GraphHopperStorage);;;;;;MethodDeclaration;EXTRACT;7f80425b6a0af9bdfef12c8a873676e39e0a04a6;7f80425b6;;;;;;;;;1117304;Extract Method protected getGraph(ghStorage GraphHopperStorage) : Graph extracted from public testWithCoordinates() : void in class com.graphhopper.routing.AbstractRoutingAlgorithmTester
com.graphhopper.routing.ch.DijkstraBidirectionCHTest#createFactory(Graph,AlgorithmOptions);;;;;;com.graphhopper.routing.ch.DijkstraBidirectionCHTest#getGraph(GraphHopperStorage);;;;;;MethodDeclaration;EXTRACT;7f80425b6a0af9bdfef12c8a873676e39e0a04a6;7f80425b6;;;;;;;;;1117304;Extract Method protected getGraph(ghStorage GraphHopperStorage) : LevelGraph extracted from public createFactory(g Graph, opts AlgorithmOptions) : RoutingAlgorithmFactory in class com.graphhopper.routing.ch.DijkstraBidirectionCHTest
com.graphhopper.storage.GraphHopperStorage#setSegmentSize(int);;;;;;com.graphhopper.storage.BaseGraph#setSegmentSize(int);;;;;;MethodDeclaration;EXTRACT_MOVE;7f80425b6a0af9bdfef12c8a873676e39e0a04a6;7f80425b6;;;;;;;;;1117304;Extract And Move Method package setSegmentSize(bytes int) : void extracted from public setSegmentSize(bytes int) : void in class com.graphhopper.storage.GraphHopperStorage & moved to class com.graphhopper.storage.BaseGraph
com.graphhopper.storage.GraphHopperStorage#toDetailsString();;;;;;com.graphhopper.storage.BaseGraph#toDetailsString();;;;;;MethodDeclaration;EXTRACT_MOVE;7f80425b6a0af9bdfef12c8a873676e39e0a04a6;7f80425b6;;;;;;;;;1117304;Extract And Move Method package toDetailsString() : String extracted from public toDetailsString() : String in class com.graphhopper.storage.GraphHopperStorage & moved to class com.graphhopper.storage.BaseGraph
com.graphhopper.storage.GraphHopperStorage#getCapacity();;;;;;com.graphhopper.storage.BaseGraph#getCapacity();;;;;;MethodDeclaration;EXTRACT_MOVE;7f80425b6a0af9bdfef12c8a873676e39e0a04a6;7f80425b6;;;;;;;;;1117304;Extract And Move Method package getCapacity() : long extracted from public getCapacity() : long in class com.graphhopper.storage.GraphHopperStorage & moved to class com.graphhopper.storage.BaseGraph
com.graphhopper.storage.GraphHopperStorage#getFlags(long,boolean);;;;;;com.graphhopper.storage.BaseGraph#getFlags_(InternalGraphPropertyAccess,long,boolean);;;;;;MethodDeclaration;MOVE_RENAME;7f80425b6a0af9bdfef12c8a873676e39e0a04a6;7f80425b6;;;;;;;;;1117304;Move And Rename Method private getFlags(edgePointer long, reverse boolean) : long from class com.graphhopper.storage.GraphHopperStorage to package getFlags_(tmpPropAccess InternalGraphPropertyAccess, edgePointer long, reverse boolean) : long from class com.graphhopper.storage.BaseGraph
com.graphhopper.storage.GraphHopperStorage#setFlags(long,boolean,long);;;;;;com.graphhopper.storage.BaseGraph#setFlags_(InternalGraphPropertyAccess,long,boolean,long);;;;;;MethodDeclaration;MOVE_RENAME;7f80425b6a0af9bdfef12c8a873676e39e0a04a6;7f80425b6;;;;;;;;;1117304;Move And Rename Method private setFlags(edgePointer long, reverse boolean, flags long) : void from class com.graphhopper.storage.GraphHopperStorage to package setFlags_(tmpPropAccess InternalGraphPropertyAccess, edgePointer long, reverse boolean, flags long) : void from class com.graphhopper.storage.BaseGraph
com.graphhopper.storage.GraphHopperStorage#setWayGeometry(PointList,long,boolean);;;;;;com.graphhopper.storage.BaseGraph#setWayGeometry_(PointList,long,boolean);;;;;;MethodDeclaration;MOVE_RENAME;7f80425b6a0af9bdfef12c8a873676e39e0a04a6;7f80425b6;;;;;;;;;1117304;Move And Rename Method private setWayGeometry(pillarNodes PointList, edgePointer long, reverse boolean) : void from class com.graphhopper.storage.GraphHopperStorage to private setWayGeometry_(pillarNodes PointList, edgePointer long, reverse boolean) : void from class com.graphhopper.storage.BaseGraph
com.graphhopper.storage.GraphHopperStorage#fetchWayGeometry(long,boolean,int,int,int);;;;;;com.graphhopper.storage.BaseGraph#fetchWayGeometry_(long,boolean,int,int,int);;;;;;MethodDeclaration;MOVE_RENAME;7f80425b6a0af9bdfef12c8a873676e39e0a04a6;7f80425b6;;;;;;;;;1117304;Move And Rename Method private fetchWayGeometry(edgePointer long, reverse boolean, mode int, baseNode int, adjNode int) : PointList from class com.graphhopper.storage.GraphHopperStorage to private fetchWayGeometry_(edgePointer long, reverse boolean, mode int, baseNode int, adjNode int) : PointList from class com.graphhopper.storage.BaseGraph
com.graphhopper.storage.GraphHopperStorage#edge(int,int,double,boolean);;;;;;com.graphhopper.storage.LevelGraphImpl#edge(int,int,double,boolean);;;;;;MethodDeclaration;EXTRACT_MOVE;7f80425b6a0af9bdfef12c8a873676e39e0a04a6;7f80425b6;;;;;;;;;1117304;Extract And Move Method public edge(a int, b int, distance double, bothDirections boolean) : EdgeIteratorState extracted from public edge(a int, b int, distance double, bothDirection boolean) : EdgeIteratorState in class com.graphhopper.storage.GraphHopperStorage & moved to class com.graphhopper.storage.LevelGraphImpl
